"","subject_ids","user_name","classification_id","workflow_version","task_index","task","task_label","value","total_submissions","submission_index","choice","how_many","young","behavior_EATING","behavior_INTERACTING","behavior_MOVING","behavior_RESTING","behavior_STANDING","empty"
"1059",10454543,"Ameliee",60566086,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELEPHANT","1","NO",0,0,1,0,0,NA
"1060",10454265,"BardunR",60566093,307.77,1,"T3",NA,"list(list(choice = ""HUMAN"", answers = list(WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"HUMAN",NA,"NO",0,0,0,0,1,NA
"1061",10454679,"BardunR",60566100,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1062",10457610,"Ameliee",60566102,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","4","NO",1,0,0,0,0,NA
"1063",10458667,"Ameliee",60566108,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1064",10459445,"Ameliee",60566113,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1065",10461597,"Ameliee",60566130,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","2","NO",0,0,0,0,1,NA
"1066",10456073,"BardunR",60566152,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""5"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","5","NO",1,0,0,0,0,NA
"1067",10463932,"Ameliee",60566158,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","4","NO",0,0,0,0,1,NA
"1068",10465673,"Ameliee",60566164,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1069",10466196,"Ameliee",60566168,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1070",10457796,"BardunR",60566177,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","4","NO",0,0,0,0,1,NA
"1071",10476319,"Ameliee",60566183,307.77,1,"T3",NA,"list(list(choice = ""DIKDIK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"DIKDIK","1","NO",0,0,1,0,0,NA
"1072",10433908,"Ameliee",60566189,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1073",10433918,"Ameliee",60566194,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1074",10459146,"BardunR",60566200,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","2","NO",1,0,0,0,0,NA
"1075",10436638,"Ameliee",60566206,307.77,1,"T3",NA,"list(list(choice = ""BABOON"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"BABOON","1","NO",0,0,0,0,1,NA
"1076",10459205,"BardunR",60566223,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""5"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"LIVESTOCK","5","NO",0,0,1,0,0,NA
"1077",10460289,"BardunR",60566231,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1078",10462235,"BardunR",60566241,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1079",10477637,"BardunR",60566256,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1080",10432071,"BardunR",60566261,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1081",10436685,"BardunR",60566270,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1082",10454412,"BardunR",60566280,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","1","NO",0,0,1,0,0,NA
"1083",10455174,"BardunR",60566299,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","1","NO",1,0,0,0,0,NA
"1084",10457192,"BardunR",60566336,307.77,1,"T3",NA,"list(list(choice = ""HYENA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"HYENA","1","NO",0,0,0,0,1,NA
"1085",10459132,"BardunR",60566393,307.77,1,"T3",NA,"list(list(choice = ""DUIKER"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"DUIKER","1","NO",1,0,0,0,0,NA
"1086",10461186,"BardunR",60566411,307.77,1,"T3",NA,"list(list(choice = ""DIKDIK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"DIKDIK","1","NO",0,0,1,0,0,NA
"1087",10461911,"BardunR",60566422,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","1","NO",0,0,1,0,0,NA
"1088",10456450,"Ameliee",60566494,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1089",10464058,"BardunR",60566510,307.77,1,"T3",NA,"list(list(choice = ""DIKDIK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()), list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",2,1,"DIKDIK","1","NO",0,0,0,0,1,NA
"1090",10464058,"BardunR",60566510,307.77,1,"T3",NA,"list(list(choice = ""DIKDIK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()), list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",2,2,"IMPALA","1","NO",0,0,0,0,1,NA
"1091",10477103,"BardunR",60566531,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""5"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""YES""), filters = list()))",1,1,"ZEBRA","5","YES",0,0,1,0,0,NA
"1092",10320311,"BardunR",60566574,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1150"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""YES""), filters = list()))",1,1,"LIVESTOCK","1150","YES",1,0,0,0,0,NA
"1093",10431351,"BardunR",60566609,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"", ""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","2","NO",1,0,0,0,1,NA
"1094",10455470,"BardunR",60566642,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"IMPALA","1","NO",1,0,0,0,0,NA
"1095",10465904,"pixiejenni",60568047,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"IMPALA","1",NA,0,0,0,0,1,NA
"1096",10476666,"pixiejenni",60568060,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"IMPALA","1",NA,0,0,1,0,0,NA
"1097",10476723,"pixiejenni",60568080,307.77,1,"T3",NA,"list(list(choice = ""ORYX"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()))",1,1,"ORYX","2",NA,0,0,0,0,1,NA
"1098",10433898,"pixiejenni",60568087,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1099",10435493,"pixiejenni",60568091,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1100",10436893,"pixiejenni",60568099,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1101",10456889,"pixiejenni",60568125,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()), list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",2,1,"IMPALA","1",NA,0,0,0,0,1,NA
"1102",10456889,"pixiejenni",60568125,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING"")), filters = list()), list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",2,2,"ZEBRA","2",NA,1,0,0,0,0,NA
"1103",10459715,"pixiejenni",60568458,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING"")), filters = list()))",1,1,"IMPALA","2",NA,1,0,0,0,0,NA
"1104",10461180,"pixiejenni",60568477,307.77,1,"T3",NA,"list(list(choice = ""HYENA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING"")), filters = list()))",1,1,"HYENA","1",NA,0,0,1,0,0,NA
"1105",10319028,"perthboy",60568486,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1106",10434956,"perthboy",60568507,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1107",10435785,"perthboy",60568523,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1108",10463017,"pixiejenni",60568531,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1109",10463438,"pixiejenni",60568625,307.77,1,"T3",NA,"list(list(choice = ""GUINEAFOWLHELMETED"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""YES""), filters = list(LIKE = ""BIRD"")))",1,1,"GUINEAFOWLHELMETED","3","YES",0,0,1,0,0,NA
"1110",10454144,"perthboy",60568672,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1150"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""YES""), filters = list()))",1,1,"LIVESTOCK","1150","YES",0,0,0,0,1,NA
"1111",10432568,"charlotteisreading",60568741,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1112",10435429,"charlotteisreading",60568747,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1113",10436662,"charlotteisreading",60568753,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1114",10454915,"charlotteisreading",60568793,307.77,1,"T3",NA,"list(list(choice = ""HUMAN"", answers = list(WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"HUMAN",NA,"NO",0,0,1,0,0,NA
"1115",10458369,"charlotteisreading",60568835,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","1","NO",1,0,0,0,0,NA
"1116",10461078,"charlotteisreading",60568843,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1117",10461639,"charlotteisreading",60568877,307.77,1,"T3",NA,"list(list(choice = ""GAZELLE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GAZELLE","1","NO",0,0,1,0,0,NA
"1118",10461783,"charlotteisreading",60568968,307.77,1,"T3",NA,"list(list(choice = ""GAZELLE"", answers = list(HOWMANY = ""7"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list(LIKE = ""ANTELOPEDEER"")))",1,1,"GAZELLE","7","NO",0,0,0,0,1,NA
"1119",10462520,"charlotteisreading",60568994,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELEPHANT","3","NO",0,0,1,0,0,NA
"1120",10476665,"charlotteisreading",60569070,307.77,1,"T3",NA,"list(list(choice = ""IMPALA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list(LIKE = ""ANTELOPEDEER"")))",1,1,"IMPALA","2","NO",0,0,0,0,1,NA
"1121",10433041,"charlotteisreading",60569084,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1122",10433602,"charlotteisreading",60569095,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1123",10436304,"charlotteisreading",60569111,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1124",10458356,"charlotteisreading",60569130,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","3","NO",1,0,0,0,0,NA
"1125",10458574,"charlotteisreading",60569138,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1126",10459327,"charlotteisreading",60569145,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1127",10460370,"charlotteisreading",60569165,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","3","NO",0,0,1,0,0,NA
"1128",10463323,"charlotteisreading",60569565,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""RESTING"")), filters = list()))",1,1,"ZEBRA","1",NA,0,0,0,1,0,NA
"1129",10476448,"charlotteisreading",60569595,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","1","NO",0,0,1,0,0,NA
"1130",10477864,"charlotteisreading",60569602,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1131",10431170,"charlotteisreading",60569609,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1132",10432094,"charlotteisreading",60569619,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1133",10432519,"charlotteisreading",60569624,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1134",10457297,"charlotteisreading",60569687,307.77,1,"T3",NA,"list(list(choice = ""LIVESTOCK"", answers = list(HOWMANY = ""1150"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"LIVESTOCK","1150","NO",1,0,0,0,0,NA
"1135",10457953,"charlotteisreading",60569696,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1136",10460744,"charlotteisreading",60569704,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1137",10461215,"charlotteisreading",60569736,307.77,1,"T3",NA,"list(list(choice = ""GAZELLE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GAZELLE","1","NO",0,0,1,0,0,NA
"1138",10463700,"charlotteisreading",60569752,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1139",10464772,"charlotteisreading",60569775,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","2","NO",0,0,1,0,0,NA
"1140",10458670,"perthboy",60569832,307.77,1,"T3",NA,"list(list(choice = ""DIKDIK"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()), list(choice = ""HYENA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",2,1,"DIKDIK","4","NO",0,0,0,0,1,NA
"1141",10458670,"perthboy",60569832,307.77,1,"T3",NA,"list(list(choice = ""DIKDIK"", answers = list(HOWMANY = ""4"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()), list(choice = ""HYENA"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",2,2,"HYENA","1","NO",0,0,0,0,1,NA
"1142",10459245,"perthboy",60569854,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1143",10460491,"perthboy",60570049,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1144",10461980,"perthboy",60570114,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""3"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELEPHANT","3","NO",0,0,0,0,1,NA
"1145",10319217,"xXOrchidChildXx",60570426,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELEPHANT","1","NO",0,0,1,0,0,NA
"1146",10432065,"xXOrchidChildXx",60570443,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1147",10434670,"xXOrchidChildXx",60570463,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1148",10454537,"xXOrchidChildXx",60570482,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1149",10455557,"xXOrchidChildXx",60570497,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELEPHANT","1","NO",0,0,1,0,0,NA
"1150",10455573,"xXOrchidChildXx",60570522,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","1","NO",0,0,1,0,0,NA
"1151",10456720,"xXOrchidChildXx",60570546,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1152",10457535,"xXOrchidChildXx",60570596,307.77,1,"T3",NA,"list(list(choice = ""BUSHBUCK"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list(LIKE = ""ANTELOPEDEER"")))",1,1,"BUSHBUCK","1","NO",0,0,1,0,0,NA
"1153",10459330,"xXOrchidChildXx",60570603,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1154",10461785,"xXOrchidChildXx",60570622,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1155",10433251,"xXOrchidChildXx",60570630,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1156",10463004,"perthboy",60570634,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""STANDING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","1","NO",0,0,0,0,1,NA
"1157",10455202,"xXOrchidChildXx",60570657,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""EATING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","2","NO",1,0,0,0,0,NA
"1158",10455292,"xXOrchidChildXx",60570683,307.77,1,"T3",NA,"list(list(choice = ""ELEPHANT"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ELEPHANT","1","NO",0,0,1,0,0,NA
"1159",10459057,"xXOrchidChildXx",60570697,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1160",10460306,"xXOrchidChildXx",60570710,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1161",10460526,"xXOrchidChildXx",60570732,307.77,1,"T3",NA,"list(list(choice = ""GIRAFFE"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GIRAFFE","2","NO",0,0,1,0,0,NA
"1162",10461627,"xXOrchidChildXx",60570752,307.77,1,"T3",NA,"list(list(choice = ""GAZELLE"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"GAZELLE","2","NO",0,0,1,0,0,NA
"1163",10462283,"xXOrchidChildXx",60570774,307.77,1,"T3",NA,"list(list(choice = ""GAZELLE"", answers = list(HOWMANY = ""1"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""YES""), filters = list()))",1,1,"GAZELLE","1","YES",0,0,1,0,0,NA
"1164",10463995,"xXOrchidChildXx",60570795,307.77,1,"T3",NA,"list(list(choice = ""ZEBRA"", answers = list(HOWMANY = ""2"", WHATBEHAVIORSDOYOUSEE = list(""MOVING""), ARETHEREANYYOUNGPRESENT = ""NO""), filters = list()))",1,1,"ZEBRA","2","NO",0,0,1,0,0,NA
"1165",10478234,"xXOrchidChildXx",60570814,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1166",10435977,"xXOrchidChildXx",60570828,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1167",10436877,"xXOrchidChildXx",60570849,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1168",10454367,"xXOrchidChildXx",60570861,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1169",10455629,"xXOrchidChildXx",60570900,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
"1170",10460942,"xXOrchidChildXx",60570916,307.77,1,"T3",NA,"list()",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nothing Here"
